1	9	1
1	10	2
1	11	3
1	12	4
1	13	5
1	14	6
1	15	7
1	16	8
1	29	9
1	30	10
1	31	11
1	32	12
1	33	13
1	34	14
1	35	15
1	52	16
1	53	17
1	54	18
1	55	19
1	56	20
1	57	21
1	58	22
1	59	23
1	76	24
1	77	25
1	78	26
1	79	27
1	80	28
1	81	29
1	82	30
1	83	31
1	84	32
1	101	33
1	102	34
1	103	35
1	104	36
1	105	37
1	106	38
1	107	39
1	108	40
1	125	41
1	126	42
1	127	43
1	128	44
1	129	45
1	130	46
1	131	47
1	132	48
1	149	49
1	150	50
1	151	51
1	152	52
1	160	53
1	169	54
1	170	55
1	171	56
1	172	57
1	173	58
1	173	59
1	174	60
1	175	61
1	192	62
1	193	63
1	194	64
1	195	65
1	196	66
1	197	67
1	198	68
1	199	69
1	216	70
1	217	71
1	218	72
1	219	73
1	220	74
1	221	75
1	222	76
1	223	77
1	232	78
1	233	79
1	234	80
1	235	81
1	236	82
1	237	83
1	238	84
1	239	85
1	256	86
1	257	87
1	258	88
1	259	89
1	260	90
1	261	91
1	262	92
1	263	93
1	280	94
1	281	95
1	282	96
1	283	97
1	284	98
1	285	99
1	286	100
0	17	1
0	18	2
0	19	3
0	20	4
0	21	5
0	22	6
0	23	7
0	24	8
0	37	9
0	38	10
0	39	11
0	40	12
0	41	13
0	42	14
0	43	15
0	44	16
0	61	17
0	62	18
0	63	19
0	64	20
0	65	21
0	66	22
0	67	23
0	85	24
0	86	25
0	87	26
0	88	27
0	89	28
0	90	29
0	90	30
0	91	31
0	108	32
0	109	33
0	110	34
0	111	35
0	112	36
0	113	37
0	114	38
0	115	39
0	132	40
0	133	41
0	134	42
0	135	43
0	136	44
0	137	45
0	138	46
0	139	47
0	152	48
0	153	49
0	154	50
0	155	51
0	156	52
0	157	53
0	158	54
0	176	55
0	177	56
0	178	57
0	179	58
0	180	59
0	181	60
0	182	61
0	183	62
0	200	63
0	201	64
0	202	65
0	203	66
0	204	67
0	205	68
0	206	69
0	207	70
0	208	71
0	225	72
0	226	73
0	227	74
0	228	75
0	229	76
0	230	77
0	249	78
0	250	79
0	251	80
0	252	81
0	253	82
0	254	83
0	255	84
0	256	85
0	273	86
0	274	87
0	275	88
0	276	89
0	277	90
0	278	91
0	279	92
0	280	93
0	289	94
0	290	95
0	291	96
0	292	97
0	293	98
0	294	99
0	295	100
2	1	1
2	2	2
2	3	3
2	4	4
2	5	5
2	6	6
2	7	7
2	8	8
2	25	9
2	26	10
2	27	11
2	28	12
2	45	13
2	46	14
2	47	15
2	48	16
2	49	17
2	50	18
2	50	19
2	51	20
2	68	21
2	69	22
2	70	23
2	71	24
2	72	25
2	73	26
2	74	27
2	75	28
2	76	29
2	93	30
2	93	31
2	94	32
2	95	33
2	96	34
2	97	35
2	98	36
2	99	37
2	116	38
2	117	39
2	118	40
2	119	41
2	120	42
2	121	43
2	122	44
2	123	45
2	140	46
2	141	47
2	142	48
2	143	49
2	144	50
2	145	51
2	146	52
2	147	53
2	160	54
2	161	55
2	162	56
2	163	57
2	164	58
2	165	59
2	166	60
2	167	61
2	168	62
2	185	63
2	186	64
2	187	65
2	188	66
2	189	67
2	190	68
2	191	69
2	192	70
2	209	71
2	210	72
2	211	73
2	212	74
2	213	75
2	214	76
2	215	77
2	216	78
2	231	79
2	232	80
2	241	81
2	242	82
2	242	83
2	243	84
2	244	85
2	245	86
2	246	87
2	247	88
2	264	89
2	265	90
2	266	91
2	267	92
2	268	93
2	269	94
2	270	95
2	271	96
2	286	97
2	287	98
2	295	99
2	296	100
